4.7279,3.4246,-2.0892,-4.9045,2.27,0.68113,0.50859,3.3289,2
-1.4617,2.4788,5.0595,4.2211,1.5696,-0.81804,0.43272,3.0008,2
1.3573,2.6419,2.3737,4.1505,-0.11458,-1.6928,0.86931,2.0088,1
2.7209,-2.9815,3.9376,-0.19396,-0.18967,-1.6588,1.4897,4.4752,2
0.97334,-0.92993,-2.2458,-5.0561,-0.38291,-0.68134,2.1924,2.7612,2
-2.0892,-0.94674,1.8117,2.4393,-2.0961,3.7845,2.5045,-0.64811,2
4.5346,-1.1172,0.39238,-1.0554,3.0327,-1.117,-1.0588,1.308,2
1.1714,-1.8609,1.7279,-1.4953,-3.0781,4.358,-1.2725,-0.37785,2
1.0774,0.94017,-2.6645,3.3216,0.12579,2.1192,1.8406,-0.50287,2
-0.95979,-1.1993,8.3603,-0.53545,0.14601,-3.8851,-1.8499,4.5061,2
-2.9047,5.8412,-0.30629,-1.4949,0.32076,1.3632,1.6441,-1.3286,1
2.0441,0.84096,-2.4754,-0.70155,1.3242,1.6063,2.0141,-0.87291,2
3.0961,0.97742,-3.904,-1.0195,1.0043,-1.9248,3.7503,2.1676,2
5.5876,3.4691,-4.6253,0.85893,7.758,0.66989,2.0042,0.96013,2
-3.6805,3.0089,1.5263,1.6035,-0.9192,3.7865,1.3263,-3.0755,2
-2.6821,6.0252,-1.6256,-1.4248,-1.8349,2.8299,3.5737,-4.8438,2
3.4183,2.6175,0.21357,1.388,4.8982,-1.7486,0.66946,3.388,2
2.7593,-4.7075,3.8061,-0.98951,1.8737,-1.7615,-5.3965,1.6439,2
-3.0628,2.713,2.6033,5.3027,-1.4734,5.1512,-0.33415,-4.1583,1
3.1474,-0.75883,-3.1045,-5.0277,0.7487,0.041811,-0.069505,1.9817,1
3.2082,-2.512,5.6777,0.55411,2.715,-2.9541,-1.6105,4.1319,2
-2.3201,-2.0224,1.1076,-0.22475,0.57565,2.785,0.91105,-2.0455,2
-1.0207,5.8388,-4.3823,1.6493,2.2881,2.9865,4.7137,-2.2369,2
-0.40369,1.6416,-3.8832,-1.488,-0.44405,3.4735,3.8226,-1.538,1
-3.1273,2.9186,2.2023,2.6102,-0.52842,3.4369,1.659,2.3671,2
0.062202,-1.6698,2.2974,2.6776,0.7316,1.651,0.70968,-0.36002,2
1.978,0.79651,-1.7658,0.70136,-1.6592,1.7286,2.1193,0.74353,1
-0.37532,4.9382,-0.79668,-2.4921,-0.23958,0.93025,1.0765,0.010262,2
1.264,5.2214,0.25556,3.312,3.5916,-0.38541,0.27667,2.2883,2
-1.3007,-3.2973,6.2569,0.32538,0.42585,-2.3985,-3.8635,4.0052,2
-3.5894,1.1376,1.6068,2.4374,-5.5595,4.9056,-1.5515,-2.3737,1
3.3361,3.584,1.8319,-0.18416,3.1668,-1.4154,-0.4172,2.4247,2
1.8632,-0.041047,2.0165,-1.3161,-1.0996,1.7344,1.4856,0.2803,2
2.0175,-3.3617,0.64084,-1.1364,-2.6162,1.8148,-0.0075963,-0.041249,2
0.92746,0.82849,-3.2701,1.2165,3.6694,0.24767,-0.96873,-1.265,2
4.4739,-0.32399,-4.5346,-1.0845,2.7401,0.038792,-1.3024,1.4989,1
3.9874,-1.9739,-5.84,-1.3463,0.94497,4.5113,4.5219,-2.0458,1
5.2798,-0.21515,-4.0275,-1.539,4.2742,3.1741,3.2444,-1.929,2
4.7657,-3.4937,-2.2294,-2.6334,2.6941,-0.31517,1.6346,1.1542,2
2.6481,-0.31165,-1.2915,0.87627,4.5092,-0.50951,-0.99743,1.8042,2
6.0219,-0.39882,-3.3363,-5.0429,1.5533,-1.8301,0.81513,0.57822,2
1.7313,-2.8424,2.3134,1.9846,0.33984,1.1473,0.21069,0.46081,2
-0.12767,-3.4735,1.4694,-3.0752,-3.4927,3.2762,-0.083233,-0.7436,2
2.661,-3.1261,2.3144,1.1674,-0.95897,-1.9557,-2.1175,3.0299,2
3.9908,-1.9864,-0.56312,0.9262,2.9732,2.0568,1.4816,0.18442,2
-2.9394,0.66656,0.90973,-2.6192,-2.475,0.79821,-0.64169,-1.0406,2
0.50509,-1.4585,0.71683,4.0242,-2.2843,1.7259,1.5258,2.5086,2
-1.4952,2.0557,-5.4879,-0.65331,1.8329,1.3437,0.84903,-2.7316,1
1.1798,2.737,0.4299,2.9386,3.051,-1.6513,-0.66047,1.3931,1
-2.4055,-2.1453,1.3846,-0.13278,-2.9702,2.3308,1.9543,-3.0205,2
5.2777,-0.57921,-2.2154,-0.19644,4.8442,-0.15431,1.5167,3.6737,2
