4.0442,-1.2567,-0.41978,2.7988,0.10745,2.4705,-1.009,-0.59182,2
2.4835,1.62,1.4355,-2.7885,-0.39843,0.84975,1.6169,0.91359,2
1.0563,0.056881,1.1463,4.4259,1.4703,1.6248,-4.8404,3.4616,2
1.5963,0.55825,1.8179,2.078,-0.75555,-1.0089,1.1305,-0.012788,1
1.7358,2.5976,-1.1152,-2.0032,0.92615,-1.7855,2.9429,3.3245,2
1.7201,2.351,-1.3863,-0.2014,0.74236,0.68911,1.7761,-0.90449,1
1.3765,-0.69226,-0.58058,1.0974,-0.57056,0.41999,-0.30665,0.89933,1
0.36529,0.4623,0.48487,1.2348,0.0014799,1.1595,-3.6278,0.25365,2
-2.4145,1.9711,0.62992,1.0726,-2.8106,1.5859,1.6754,2.4161,1
-0.88032,-0.034808,-0.95382,1.0185,3.4156,4.8015,1.7457,2.682,2
-0.82007,0.85941,-0.3265,1.2649,1.9982,1.6909,0.62088,1.1029,1
3.2345,1.0551,1.1387,0.050263,-3.3014,2.2965,-2.4864,-2.8707,2
-3.0234,0.60012,1.0703,0.43788,-0.89944,0.081669,1.5292,4.1019,2
2.238,-0.25787,1.2424,4.5625,-1.4225,-1.4642,1.6452,0.29132,2
1.6389,3.0551,-1.5101,5.8594,-3.6495,2.5329,0.16114,1.4275,2
4.1976,0.74217,0.042548,5.0056,1.22,3.5282,1.1067,3.3397,2
0.10369,3.2675,-2.1426,-0.90059,-0.61919,-2.4787,-0.058368,2.3538,2
2.8842,4.9805,-1.2708,0.16611,3.7628,2.8364,3.4312,-2.0036,2
-0.41758,3.1357,1.1067,-1.0362,-2.4674,2.1317,1.76,1.5694,2
0.64199,0.43158,-4.799,0.93885,2.9771,-0.62224,-1.8372,-0.77343,2
-0.35884,3.5775,-0.98985,1.203,-2.2956,0.023143,1.1483,-1.404,1
3.1611,5.8202,-1.3466,2.4015,-0.032819,-1.4482,-1.8634,-0.52451,2
-1.0138,1.1248,-1.0602,0.51295,1.6041,-1.6689,4.3968,1.5156,2
-0.65739,3.6566,1.3918,-1.4684,1.8711,0.28678,-1.3654,-1.0394,1
-0.19513,-0.057029,1.0109,2.378,-0.92751,0.21733,-0.77808,2.0376,2
2.3735,-0.59985,4.2202,0.81853,1.86,1.5928,0.68562,-1.0869,2
1.3729,3.7152,-0.25724,0.44598,-0.1646,-0.88969,-0.16548,3.9951,1
3.2643,0.92613,0.99432,-0.76362,2.7013,1.4335,4.9558,-1.1295,2
0.64841,3.271,3.3006,-1.4261,0.13781,1.9307,-1.6981,0.60194,1
1.6298,-1.2646,1.9027,-2.0285,2.542,1.1463,0.62699,-1.3633,1
1.2963,1.852,-0.6249,0.92863,-0.12122,2.5622,0.047054,0.41225,2
0.48216,2.2869,1.9418,-0.65957,2.6176,0.011901,1.9972,4.518,2
4.8905,-2.8814,1.3165,1.6492,2.9307,1.6098,-0.81658,0.79739,2
0.038891,-1.2494,-1.5122,-1.739,2.3099,1.0625,3.5623,1.5398,2
-2.0982,-1.8245,2.1155,2.3722,-0.68542,-1.8025,1.6521,0.76424,2
0.4789,2.9139,-1.8642,1.2309,1.6656,-0.82228,-1.4746,-1.2509,2
1.0211,0.10444,-1.9252,-1.0535,-0.9768,0.0019896,-0.99943,1.0612,2
1.6043,-0.27679,-0.72396,-0.34028,0.83134,-0.35149,1.6712,-0.56775,2
0.99687,0.34859,-1.2309,1.3913,1.8904,-2.4722,0.2825,1.8469,2
0.71078,-1.0278,2.97,1.0956,-2.8834,0.025169,4.9048,-1.7594,2
-1.2795,-3.0398,1.1532,1.8312,4.1431,-1.1424,0.2761,-1.9797,2
0.4013,-1.0827,1.0142,2.3705,0.55804,3.0669,-0.35534,-0.51434,1
0.09332,1.3116,-0.49561,0.16565,-0.6812,1.4917,-1.0421,-1.3751,1
0.53508,1.8415,2.1655,-0.021777,1.1625,0.83809,0.31762,2.8641,2
-0.8525,1.0646,0.99865,-0.7942,-2.3547,0.56802,-1.7614,0.58579,1
-2.4526,1.6194,2.1353,-1.6096,2.3942,0.69609,0.20049,2.0651,2
0.23036,2.0632,2.5622,4.1717,1.3589,2.112,-3.7016,2.4376,2
0.8503,-1.6143,2.7353,-0.73359,1.0055,-1.4121,-0.70374,2.1935,2
-0.32165,-0.44832,3.872,2.4153,1.3842,2.1287,1.5255,3.1196,1
3.4677,0.42618,0.76071,0.094799,-2.745,0.97361,0.2045,-2.4329,2
-0.087494,0.84749,0.24905,1.1063,-0.24363,0.67165,0.013749,1.2659,2
-0.28145,0.71792,2.3287,1.1538,-2.1439,5.0154,4.0043,-1.7288,2
0.28219,-4.5979,0.030749,-0.16035,2.4436,-0.90065,-1.8303,1.1082,2
-0.40658,0.58645,1.666,-0.99767,-0.31995,2.0272,-1.0903,-0.66503,2
-2.0796,1.5827,-1.4754,-0.10676,-1.0748,0.62554,0.72006,-0.92265,1
2.1655,1.0316,0.1511,0.40096,0.4457,0.91924,1.5847,4.0011,2
0.48168,-3.262,-2.2556,-0.43294,2.0902,-0.46653,0.12156,2.8968,2
0.48817,0.40158,3.6055,-0.56698,-2.4267,0.5124,3.0275,3.9369,2
-0.9199,-0.055402,0.10136,-1.3141,0.18135,1.8179,-0.11974,2.4657,2
-1.8177,1.3245,0.26706,1.8705,-1.92,-1.5205,1.5434,2.2303,1
1.6661,2.3219,1.5129,-0.52296,0.47839,1.0899,-0.7456,0.21914,2
3.906,-1.7858,2.7358,-0.30802,-0.89525,2.456,-0.4339,1.0659,2
-2.7184,0.024601,-0.29519,1.3766,1.5318,-3.5832,1.5424,2.3431,2
-1.7439,-1.4346,2.3448,4.0283,3.6889,-1.8533,-4.045,1.1229,2
1.5198,4.0862,0.43984,1.2684,3.6401,0.52488,-5.6176,-0.78842,2
0.15553,0.97758,0.59218,-0.82308,3.1933,1.937,1.6713,-3.807,2
3.254,1.6096,-3.4464,-0.85219,2.5749,3.7906,0.47266,2.4006,1
2.2674,-1.5384,2.5301,-2.3955,0.26307,0.998,1.9833,3.8552,2
2.0441,-1.4051,2.5847,-1.9396,-2.6543,-1.9353,-0.85781,4.1913,2
1.3525,0.18821,-1.8348,-2.1224,-0.65157,1.964,-0.90314,0.23451,2
4.2166,-1.0552,-2.3373,-0.82649,-1.4079,0.5604,1.0915,3.073,2
-1.6978,-0.83753,0.71827,2.6591,-0.086214,0.37825,2.8558,-1.0972,2
6.173,-0.96011,0.77626,2.5698,0.30996,1.1301,0.47742,-1.3366,2
1.0581,0.97776,0.34541,-2.3983,-3.0736,-0.55094,1.1462,0.86694,2
-1.927,2.1228,1.5228,-3.7677,1.8933,-0.41581,3.2084,1.8953,2
2.5284,0.18632,1.998,-1.9888,3.2021,-0.37971,4.5596,1.052,2
1.494,0.96055,-5.0386,1.8646,-1.8914,1.3903,-1.2853,-0.0073952,2
4.6733,-0.26989,0.86698,1.8612,-2.8336,0.77701,1.2024,2.0895,2
0.55307,-1.0112,-0.66208,-0.16493,2.5708,-0.15364,0.84318,4.2773,2
0.5307,-2.1432,2.0148,-1.6891,-1.5739,2.2316,2.5681,1.5394,2
1.6694,2.1555,0.47732,1.8552,-0.71105,-0.068902,-0.59974,2.1188,2
0.78308,-0.95344,1.888,-0.70571,-1.6572,-0.63411,3.0199,1.1973,2
4.1106,2.3976,-1.7476,2.9044,2.932,-0.014086,-3.2123,1.0633,2
0.061039,2.1094,-0.88779,-0.85887,0.3227,1.8906,1.9182,-1.4197,2
-3.3885,-0.52639,0.3412,1.2612,0.64138,0.54707,-3.8738,-0.54156,2
-0.12951,-1.6892,-0.35563,-0.32486,-0.40518,2.2616,0.63788,-4.6245,2
0.24644,1.3681,-0.071499,-4.4839,-0.27481,1.0313,1.6398,-0.97204,2
0.89741,0.25946,-0.25293,0.26677,0.0045886,0.89194,0.95972,-1.6132,1
1.6843,-0.39946,3.0879,-0.68852,1.69,-1.6609,-4.7509,2.4033,2
1.532,2.892,3.1405,-2.4084,0.51024,-0.22336,0.58869,1.5432,2
-0.23153,-2.0369,0.53385,1.0274,-2.3936,1.0912,1.1671,4.9264,2
-0.60258,0.12882,-3.057,2.4373,2.5421,-1.0233,1.7416,-1.1222,2
0.23588,1.7758,2.2559,2.9583,-0.63931,-0.73366,1.3581,0.28181,1
2.7101,1.0426,-1.4037,-0.40211,-0.57344,-0.80222,-1.143,0.91191,2
2.7796,-1.9929,4.4464,-0.85581,1.4392,3.2437,-1.018,2.2886,2
0.29048,0.20463,2.6022,-0.71344,-0.11492,0.80371,-3.173,-0.48637,2
0.76276,2.6072,1.3474,0.69738,0.18977,2.9365,0.49443,2.2607,2
3.4262,0.39114,0.015324,1.1301,-1.1725,-1.1989,1.9643,0.19356,2
-0.12307,1.4618,-1.7953,2.0592,2.1218,5.0096,-1.901,0.22086,2
